YEAR,MONTH,COUNTRY,MODEL,SEGMENT,ENGINE TYPE ,PRICE IN USD,UNIT SOLD
2024,2,India,3 Series,Sedan,Petrol," $1,19,431 ",433
2024,2,Brazil,5 Series,Sedan,Electric," $1,02,163 ",556
2024,2,Canada,7 Series,Electric,Hybrid," $86,322 ",705
2024,2,UK,7 Series,Sedan,Electric," $59,846 ",341
2024,2,Germany,i4,Electric,Electric," $39,567 ",123
2024,2,Brazil,iX,SUV,Diesel," $1,17,203 ",926
2024,2,France,X5,SUV,Electric," $84,630 ",862
2024,2,USA,X5,SUV,Petrol," $91,207 ",821
2024,2,Canada,X7,Sedan,Petrol," $46,695 ",314
2024,3,Australia,3 Series,Sedan,Petrol," $1,05,610 ",1022
2024,3,Canada,3 Series,SUV,Diesel," $38,729 ",257
2024,3,China,3 Series,Electric,Electric," $1,01,972 ",780
2024,3,Japan,5 Series,Electric,Diesel," $36,515 ",474
2024,3,Germany,7 Series,Sedan,Hybrid," $67,363 ",607
2024,3,Canada,iX,Sedan,Petrol," $58,283 ",355
2024,3,Canada,iX,Electric,Electric," $1,13,282 ",1129
2024,3,Germany,iX,Electric,Petrol," $59,594 ",288
2024,3,Germany,X1,SUV,Hybrid," $79,306 ",525
2024,3,Germany,X5,SUV,Electric," $1,00,431 ",646
2024,4,Canada,5 Series,Electric,Hybrid," $49,175 ",918
2024,4,Canada,7 Series,Electric,Electric," $39,837 ",429
2024,4,Japan,7 Series,Electric,Petrol," $1,02,087 ",256
2024,4,UK,iX,SUV,Petrol," $98,143 ",468
2024,4,Brazil,X1,Sedan,Petrol," $44,873 ",805
2024,4,Germany,X3,Sedan,Electric," $63,610 ",1086
2024,4,India,X3,SUV,Hybrid," $50,386 ",815
2024,4,UK,X3,Electric,Hybrid," $1,12,242 ",894
2024,4,USA,X5,Sedan,Hybrid," $69,924 ",667
2024,5,China,3 Series,Sedan,Hybrid," $48,331 ",107
2024,5,Australia,i7,Sedan,Electric," $86,628 ",638
2024,5,Germany,i7,SUV,Petrol," $79,130 ",348
2024,5,UK,i7,Sedan,Electric," $56,292 ",931
2024,5,Japan,iX,Electric,Hybrid," $49,997 ",465
2024,5,Japan,iX,Electric,Diesel," $35,178 ",805
2024,5,Australia,X1,SUV,Hybrid," $37,962 ",893
2024,5,France,X1,Electric,Diesel," $90,192 ",784
2024,5,Brazil,X3,Sedan,Hybrid," $63,022 ",935
2024,5,Japan,X3,SUV,Electric," $88,364 ",411
2024,5,India,X7,Electric,Petrol," $46,360 ",695
2024,5,Japan,X7,SUV,Hybrid," $47,632 ",947
2024,5,UK,X7,Electric,Diesel," $1,06,232 ",1001
2024,6,Germany,3 Series,Sedan,Electric," $83,821 ",883
2024,6,Japan,5 Series,SUV,Petrol," $42,354 ",989
2024,6,India,7 Series,Electric,Petrol," $1,16,720 ",868
2024,6,Canada,iX,Electric,Electric," $63,931 ",307
2024,6,China,X1,Electric,Petrol," $1,03,694 ",527
2024,6,China,X3,Sedan,Diesel," $80,039 ",542
2024,6,UK,X3,Sedan,Diesel," $1,09,797 ",720
2024,7,USA,3 Series,Sedan,Hybrid," $62,241 ",508
2024,7,Germany,5 Series,Sedan,Hybrid," $56,638 ",790
2024,7,Germany,5 Series,Electric,Electric," $41,080 ",967
2024,7,France,7 Series,SUV,Hybrid," $78,390 ",448
2024,7,Japan,7 Series,Sedan,Electric," $37,887 ",571
2024,7,Germany,i4,SUV,Petrol," $35,946 ",871
2024,7,Brazil,i7,Sedan,Hybrid," $73,367 ",596
2024,7,Japan,X3,SUV,Electric," $76,910 ",686
2024,7,Germany,X5,SUV,Electric," $82,922 ",853
2024,7,USA,X5,SUV,Petrol," $76,979 ",630
2024,8,Australia,3 Series,SUV,Diesel," $57,813 ",514
2024,8,India,3 Series,Sedan,Electric," $57,706 ",737
2024,8,Brazil,7 Series,SUV,Electric," $84,768 ",451
2024,8,Australia,i4,Electric,Petrol," $35,901 ",207
2024,8,France,i4,SUV,Electric," $92,769 ",778
2024,8,Brazil,i7,Sedan,Electric," $62,856 ",869
2024,8,France,X1,Sedan,Electric," $74,867 ",951
2024,8,UK,X1,Sedan,Diesel," $97,766 ",499
2024,8,Canada,X3,SUV,Electric," $80,875 ",857
2024,9,Canada,7 Series,SUV,Petrol," $54,627 ",697
2024,9,Canada,i4,Sedan,Hybrid," $42,951 ",475
2024,9,Japan,X3,Sedan,Diesel," $96,957 ",605
2024,9,Australia,X5,Sedan,Diesel," $65,734 ",409
2024,9,India,X5,Sedan,Petrol," $54,267 ",1149
2024,9,USA,X5,Sedan,Electric," $96,360 ",313
2024,10,France,3 Series,SUV,Petrol," $52,027 ",299
2024,10,China,7 Series,SUV,Electric," $69,980 ",914
2024,10,UK,i4,Sedan,Electric," $64,813 ",570
2024,10,UK,X7,Electric,Electric," $36,539 ",686
2024,10,UK,X7,Electric,Electric," $1,18,123 ",912
2024,11,France,3 Series,SUV,Diesel," $71,405 ",348
2024,11,UK,5 Series,Electric,Petrol," $65,024 ",626
2024,11,Brazil,7 Series,Sedan,Hybrid," $58,154 ",1061
2024,11,Australia,i4,SUV,Diesel," $89,970 ",798
2024,11,USA,i7,Electric,Electric," $97,699 ",730
2024,11,Japan,X1,Electric,Electric," $92,656 ",1115
2024,11,Japan,X5,Sedan,Hybrid," $47,379 ",59
2024,11,China,X7,Electric,Petrol," $1,10,179 ",430
2024,11,France,X7,SUV,Diesel," $1,01,766 ",753
2024,12,Brazil,3 Series,SUV,Electric," $64,709 ",130
2024,12,UK,5 Series,Electric,Hybrid," $96,078 ",630
2024,12,France,7 Series,SUV,Diesel," $84,646 ",736
2024,12,France,7 Series,Sedan,Electric," $67,769 ",1095
2024,12,Canada,i7,Electric,Electric," $59,354 ",426
2024,12,China,i7,Electric,Diesel," $1,18,564 ",687
2024,12,Canada,iX,Electric,Diesel," $51,562 ",476
2024,12,Canada,iX,Electric,Hybrid," $67,016 ",641
2024,12,France,X1,Electric,Hybrid," $36,605 ",622
2024,12,Brazil,X7,Electric,Hybrid," $1,18,597 ",281
2024,12,Germany,X7,Sedan,Diesel," $35,228 ",171
